"id_ppd";"id_ramal";"temporada";"dia";"direccion";"inicio";"pto1";"pto2";"pto3";"pto4";"pto5";"pto6";"pto7";"pto8";"pto9";"pto10";"pto11";"pto12";"pto13";"pto14";"pto15";"pto16";"pto17";"pto18";"pto19";"pto20";"pto21";"pto22";"pto23";"pto24";"pto25";"fin"
"5794";"25";"INVIERNO 16";"MEDIO FESTIVO";"IDA";"OV. LAGOS B. ORDOÑEZ ";"FRANCIA URIBURU";"FRANCIA VIRASORO";"FRANCIA PELLEGRINI";"MENDOZA OROÑO";"SAN LORENZO ROCA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"LAPRIDA CÓRDOBA"
"5795";"25";"INVIERNO 16";"MEDIO FESTIVO";"VUELTA";"LAPRIDA CÓRDOBA";"3 DE FEB. MITRE";"3 DE FEB. OROÑO";"FRANCIA 9 DE JULIO";"FRANCIA    27 DE FEB";"FRANCIA QUINTANA";"FRANCIA URIBURU";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"OV. LAGOS B. ORDOÑEZ "
"5796";"25";"INVIERNO 16";"FESTIVO";"IDA";"OV. LAGOS B. ORDOÑEZ ";"FRANCIA URIBURU";"FRANCIA VIRASORO";"FRANCIA PELLEGRINI";"MENDOZA OROÑO";"SAN LORENZO ROCA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"LAPRIDA CÓRDOBA"
"5797";"25";"INVIERNO 16";"FESTIVO";"VUELTA";"LAPRIDA CÓRDOBA";"3 DE FEB. MITRE";"3 DE FEB. OROÑO";"FRANCIA 9 DE JULIO";"FRANCIA    27 DE FEB";"FRANCIA QUINTANA";"FRANCIA URIBURU";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"OV. LAGOS B. ORDOÑEZ "
"5962";"11";"INVIERNO 16";"MEDIO FESTIVO";"IDA";"Génova y García del Cossio";"J. B. Justo y Av. 25 de Mayo";"Génova y Olavarría";"J. Ingenieros  y Av. Alberdi";"J. Ingenieros y Av. Avellaneda";"Junín e Ing. Thedy";"Ovidio Lagos y Guemes";"San Lorenzo y Moreno";"San Lorenzo y Sarmiento";"Sarmiento y Pellegrini";"Sarmiento y 27 de Febrero";"27 de Febrero  y Balcarse";"J. Cura y Ovidio Lagos";"Bv. Segui y Lavalle";"Roullón y Bv. Segui";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Aborígenes Argent. y Juan Pablo II"
"5963";"11";"INVIERNO 16";"MEDIO FESTIVO";"VUELTA";"Aborígenes Argent. y Juan Pablo II";"Bv. Segui y Valparaiso";"Ovidio Lagos y Bv. Segui";"Pueyrredon y 27 de Febrero";"Ocampo y Maipu";"Maipu y 9 de Julio";"Santa Fe y Sarmiento";"Urquiza y Oroño";"Thedy y Velez Sarsfield";"Av. Avellaneda y Génova";"Génova y Antelo";"Génova y Olavarría";"J. B. Justo y Av. 25 de Mayo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Génova y García del Cossio"
"5968";"1";"INVIERNO 16";"NORMAL";"IDA";"Rueda y Pcias. Unidas";"Pcias. Unidas y Pellegrini";"Pcias. Unidas y Cordoba";"Pcias. Unidas y J.J. Paso";"J.J. Paso y Formosa";"Albert Sabín y Avellaneda";"Avellaneda y San Lorenzo";"Tucumán y Av. Francia";"San Lorenzo y Oroño";"Laprida y Rioja";"Laprida y Montevideo";"Pellegrini y Alem";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Berutti y Riobamba"
"5969";"1";"INVIERNO 16";"NORMAL";"VUELTA";"Berutti y Riobamba";"Ayacucho y Pellegrini";"Maipu y 9 de Julio";"Santa Fe y Corrientes";"Santa Fe y Bv. Oroño";"Santa Fe y Vera Mujica";"Avellaneda y San Lorenzo";"Avellaneda y Casilda";"Formosa y J.J. Paso";"J.J. Paso y Pcias. Unidas";"Pcias. Unidas y Mendoza";NULL;"Cerrito y Beruti";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Pcias. Unidas y Rueda"
"5970";"2";"INVIERNO 16";"NORMAL";"IDA";"Pcias. Unidas y J.J. Paso";"Junin y Formosa";"Albert Sabín y Avellaneda";"Avellaneda y San Lorenzo";"Tucumán y Av. Francia";"San Lorenzo y Oroño";"Laprida y Rioja";"Laprida y Montevideo ";"Pellegrini y Alem";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Berutti y Riobamba"
"5971";"2";"INVIERNO 16";"NORMAL";"VUELTA";"Berutti y Riobamba";"Ayacucho y Pellegrini";"Maipu y 9 de Julio";"Santa Fe y Corrientes";"Santa Fe y Bv. Oroño";"Santa Fe y Vera Mujica";"Avellaneda y San Lorenzo";"Avellaneda y Casilda";"Formosa y Junin";"Cerrito y Beruti";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Pcias. Unidas y J.J. Paso"
"5976";"7";"INVIERNO 16";"NORMAL";"IDA";"Av. Del Rosario                      Saavedra";"Ruta 34              25 de Mayo";"Grandoli                          Ruta 34";"Baigorria                L. Buchardo";"C.Casas Boedo";"Sorrento Sabin";"Travesia        Avellaneda";"Salta Francia";"Salta                       Oroño";"Salta E.Rios";"S. Lorenzo Laprida";"Laprida Pellegrini";"Laprida                          27 de Febrero";"Ayolas Necochea";"Necochea Uriburu";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Mtros. Santafesinos e Ísola"
"5977";"7";"INVIERNO 16";"NORMAL";"VUELTA";"Mtros. Santafesinos e Ísola";"Pavon Uriburu";"Necochea          Ayolas";"Bs. As.                     27 de Febrero";"Maipu            Pellegrini";"Maipu            Santa Fe";"Corrientes               Catamarca";"Catamarca              Oroño";"Catamarca              Francia";"Sabin    Casilda";"Sabin    Sorrento";"C.Casas Boedo";"Baigorria                       L.Buchardo";"Grandoli           Ruta 34";"Ruta 34     25 de Mayo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Av. Del Rosario             Saavedra"
"5978";"8";"INVIERNO 16";"NORMAL";"IDA";"M.Garcia           Baigorria";"C.Casas Boedo";"Sorrento Sabin";"Travesia        Avellaneda";"Salta Francia";"Salta                       Oroño";"Salta E.Rios";"S. Lorenzo Laprida";"Laprida Pellegrini";"Laprida                          27 de Febrero";"Ayolas Necochea";"Necochea Uriburu";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Mtros. Santafesinos e Ísola"
"5979";"8";"INVIERNO 16";"NORMAL";"VUELTA";"Isola                    412";"Pavon Uriburu";"Necochea          Ayolas";"Bs. As.                     27 de Febrero";"Maipu            Pellegrini";"Maipu            Santa Fe";"Corrientes               Catamarca";"Catamarca              Oroño";"Catamarca              Francia";"Sabin    Casilda";"Sabin    Sorrento";"C.Casas Boedo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"M. Garcia           Baigorria"
"5980";"9";"INVIERNO 16";"NORMAL";"IDA";"Battle                      Arequipa";"Levi                 V.D.P";"Grandoli                          Gascon";"Peyrano                             Palliere";"Baigorria             Avalos";"Superi                Rondeau";"Alberdi                          Genova";"Alberdi                   Avellaneda";"Avellaneda           San Lorenzo";"San Lorenzo                    Oroño";"S. Lorenzo                E. Rios";"E. Rios Pellegrini";"E. Rios                 Amenabar";"E. Rios                 Uriburu";"Uriburu        Necochea";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Maestro Santafesino          Isola"
"5981";"9";"INVIERNO 16";"NORMAL";"VUELTA";"Maestro Santafesino          Isola";"Pavon Uriburu";"Uriburu                           Corrientes";"Corrientes                          Amenabar";"Corrientes                        Pellegrini";"Corrientes            Santa Fe";"Santa Fe                           Oroño";"Santa Fe                     Caferatta";"Santa Fe       Avellaneda";"Alberdi    Casilda";"Alberdi            Genova";"Rondeau                Baigorria";"Baigorria                       Avalos";"Pallieri                            Pereyra";"Grannel                  Gazcon";"Levi       V.D.P ";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Battle y Arequipa"
"5982";"10";"INVIERNO 16";"NORMAL";"IDA";"Battle                      Arequipa";"Levi                 V.D.P";"Grandoli                          Gascon";"Peyrano                             Palliere";"Baigorria             Avalos";"Superi                Rondeau";"Alberdi                          Genova";"Alberdi                   Avellaneda";"Avellaneda           San Lorenzo";"San Lorenzo                    Oroño";"S. Lorenzo                E. Rios";"E. Rios Pellegrini";"E. Rios                 Amenabar";"Amenabar               Colon";"Necochea                   Uriburu";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Maestro Santafesino          Isola"
"5983";"10";"INVIERNO 16";"NORMAL";"VUELTA";"Maestro Santafesino          Isola";"Pavon Uriburu";"Necochea             Gaboto";"Corrientes                          Amenabar";"Corrientes                        Pellegrini";"Corrientes            Santa Fe";"Santa Fe                           Oroño";"Santa Fe                     Caferatta";"Santa Fe       Avellaneda";"Alberdi    Casilda";"Alberdi            Genova";"Rondeau                Baigorria";"Baigorria                       Avalos";"Pallieri                            Pereyra";"Grannel                  Gazcon";"Levi       V.D.P ";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Battle y Arequipa"
"5984";"11";"INVIERNO 16";"NORMAL";"IDA";"Génova y García del Cossio";"J. B. Justo y Av. 25 de Mayo";"Génova y Olavarría";"J. Ingenieros  y Av. Alberdi";"J. Ingenieros y Av. Avellaneda";"Junín e Ing. Thedy";"Ovidio Lagos y Guemes";"San Lorenzo y Moreno";"San Lorenzo y Sarmiento";"Sarmiento y Pellegrini";"Sarmiento y 27 de Febrero";"27 de Febrero  y Balcarse";"J. Cura y Ovidio Lagos";"Bv. Segui y Lavalle";"Roullón y Bv. Segui";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Aborígenes Argent. y Juan Pablo II"
"5985";"11";"INVIERNO 16";"NORMAL";"VUELTA";"Aborígenes Argent. y Juan Pablo II";"Bv. Segui y Valparaiso";"Ovidio Lagos y Bv. Segui";"Pueyrredon y 27 de Febrero";"Ocampo y Maipu";"Maipu y 9 de Julio";"Santa Fe y Sarmiento";"Urquiza y Oroño";"Thedy y Velez Sarsfield";"Av. Avellaneda y Génova";"Génova y Antelo";"Génova y Olavarría";"J. B. Justo y Av. 25 de Mayo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Génova y García del Cossio"
"5986";"22";"INVIERNO 16";"NORMAL";"IDA";"Dean Funes y Pcias. Unidas";"Pte. Perón y Barra";"Bv. Segui  y C. Aldao";"Pte. Perón y F. More";"Pte. Perón y Cafferata";"Francia y Cerrito";"Montevideo y Oroño";"Montevideo y Mitre";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Mitre y Santa Fe"
"5987";"22";"INVIERNO 16";"NORMAL";"VUELTA";"Mitre y Santa Fe";"Santa Fe y Paraguay";" Balcarce y Córdoba";" Balcarce y Pellegrini";"Montevideo y Ovidio Lagos";"Ovidio Lagos y Viamonte";"San Nicolás y Pte. Perón";"Matienzo y 27 de Febrero";"Garzon y Bv. Segui";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Dean Funes y Pcias Unidas"
"5988";"26";"INVIERNO 16";"NORMAL";"IDA";"Urquiza y Francia";"Santa Fe y Avellaneda";"Avellaneda y Cerrito";"Avellaneda y Uruguay";"Biedma y Ovidio Lagos";"Bv. Segui y Oroño";"Mitre y Ayolas";"Mitre y Pellegrini";"Mitre y San Luis";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Buenos Aires y Santa Fe"
"5989";"26";"INVIERNO 16";"NORMAL";"VUELTA";"Buenos Aires y Santa Fe";"Entre Ríos y Cordoba";"Entre Ríos y Pellegrini";"Entre Ríos y Ayolas";"Bv. Segui y Oroño";"Segui y Ov. Lagos";"Avellaneda y Dean Funes";"Avellaneda y Montevideo";"Avellaneda y Cordoba";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Urquiza y Francia"
"5990";"27";"INVIERNO 16";"NORMAL";"IDA";"Urquiza y Av. Francia";"Cafferata y Córdoba";"Cafferata y Montevideo";"Cafferata y Saavedra";"Biedma y Ovidio Lagos";"Bv. Segui y Oroño";"Mitre y Ayolas";"Mitre y Pellegrini";"Mitre  y San Luis";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Buenos Aires y Santa Fe"
"5991";"27";"INVIERNO 16";"NORMAL";"VUELTA";"Buenos Aires y Santa Fe";"Entre Ríos y Cordoba";"Entre Ríos y Pellegrini";"Entre Ríos y Ayolas";"Bv. Segui y Oroño";"Bv. Segui y Ov. Lagos";"San Nicolás y Garay";"San Nicolás y Zeballos";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Urquiza y Francia"
"5996";"52";"INVIERNO 16";"NORMAL";"IDA";"Desde Pérez, Cam. Lím. Munic. y Uruguay";"Rivarola y Pcias. Unidas";" Pcias. Unidas y Mendoza";"Mendoza y Avellaneda";"San Luis y Cafferata";"San Luis y Moreno";"San Luis y Buenos Aires";"Colón y Pellegrini";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Berutti y Riobamba"
"5997";"52";"INVIERNO 16";"NORMAL";"VUELTA";"Berutti y Riobamba";"Necochea y Pellegrini";"3 de Febrero y Buenos Aires";"Rioja y Maipú";"Rioja y Oroño";"Rioja y Francia";"San Juan y Avellaneda";"San Juan y Tte. Agneta";"Mendoza y Pcias. Unidas";"Pcias. Unidas y Rivarola";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Hacia Pérez, Cam. Lím. Munic. y Uruguay"
"5998";"53";"INVIERNO 16";"NORMAL";"IDA";"Soldini";"Desde Pérez, Cam. Lím. Munic. y Uruguay";"Rivarola y Pcias. Unidas";" Pcias. Unidas y Mendoza";"Mendoza y Avellaneda";"San Luis y Cafferata";"San Luis y Moreno";"San Luis y Buenos Aires";"Colón y Pellegrini";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Berutti y Riobamba"
"5999";"53";"INVIERNO 16";"NORMAL";"VUELTA";"Berutti y Riobamba";"Necochea y Pellegrini";"3 de Febrero y Buenos Aires";"Rioja y Maipú";"Rioja y Oroño";"Rioja y Francia";"San Juan y Avellaneda";"San Juan y Tte. Agneta";"Mendoza y Pcias. Unidas";"Pcias. Unidas y Rivarola";"Hacia Pérez, Cam. Lím. Munic. y Uruguay";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Soldini"
"6004";"28";"INVIERNO 16";"NORMAL";"IDA";"Winter y Cipolletti";"Ovidio Lagos y Bv. Segui";"Jorge Cura y Oroño";"Corrientes y Rueda";"Corrientes y Pellegrini";"Corrientes y San Lorenzo";"Jujuy y Moreno";"Ing. Thedy y Velez Sarsfield";"Avellaneda y Genova";"Génova y Antelo";"Génova y Olavarria";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Urquiza y Magallanes"
"6005";"28";"INVIERNO 16";"NORMAL";"VUELTA";"Urquiza y Magallanes";"Olavarria y Génova";"J. Ingenieros y  Alberdi";"J. Ingenieros y  Avellaneda";"Junin e Ing. Thedy";"Salta y Moreno";"Entre Ríos y San Luis";"Entre Ríos y Pellegrini";"Entre Ríos y Gaboto";"Jorge Cura y Ov. Lagos";"Ov. Lagos y Acevedo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Winter y Cipolletti"
"6006";"29";"INVIERNO 16";"NORMAL";"IDA";"Winter y Cipolletti";"Ov. Lagos y Cdoro. Rivadavia";"Bv. Oroño y Ameghino";"Bv. Oroño y Bv. Segui";"Italia y 27 de Febrero";"Italia y Pellegrini";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Italia y San Lorenzo"
"6007";"29";"INVIERNO 16";"NORMAL";"VUELTA";"Italia y San Lorenzo";"Laprida y Rioja";"Rioja y Dorrego";"Dorrego y Pellegrini";"Bv. Oroño y Bv. Segui";"Bv. Oroño y Uriburu";"Uriburu y Suipacha";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Winter y Cipolletti"
"6012";"48";"INVIERNO 16";"NORMAL";"IDA";"Ov. Lagos y Gutierrez";"Ov. Lagos Arijon";"Rodriguez y Ombu                       ";"B.Ordoñez y Laprida ";"Ayacucho y Arijón";"Ayacucho y Uriburu";"1 de Mayo y Amenabar";"1 de Mayo y Pellegrini";"San Juan y Maipú";"Santa Fe y Corrientes";"Santa Fe y Oroño";"San Nicolas y Catamarca";"Bv. Rondeau y Av. Sorrento";"Bv. Rondeau y Ricardo Nuñez";"Rondeau y M.Massa";"Ruta 11 y E.Perón";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Municipio Granadero Baigorria"
"6013";"48";"INVIERNO 16";"NORMAL";"VUELTA";"Municipio granadero Baigorria";"Arenales y Ruta 11";"Bv. Rondeau y Av. Sorrento";"Alberdi y Salta";"San Lorenzo y Oroño";"San Lorenzo y Entre Rios";"San Luis y Buenos Aires";"Alem y Pellegrini";"Alem y Uriburu";"Ayacucho y Arijón";"Ayacucho y Arijon";"B.Ordoñez Laprida";"Pueyrredon Ombu";"Arijon Ov. Lagos";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Ov. Lagos y Gutierrez"
"6014";"49";"INVIERNO 16";"NORMAL";"IDA";"Greño y Marmo";"Chubut y Las Heras";"Pasteur y Mitre";"Mitre y Filipini";"San Diego y San Martin";"Ayacucho y Arijon";"Ayacucho y Uriburu";"1 de Mayo y Amenabar";"1 de Mayo y Pellegrini";"San Juan y Maipú";"Santa Fe y Corrientes";"Santa Fe y Oroño";"San Nicolas y Catamarca";"Bv. Rondeau y Av. Sorrento";"Casiano Casas y Baigorria";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Mini Terminal de Bº Rucci (por Castro)"
"6015";"49";"INVIERNO 16";"NORMAL";"VUELTA";"Mini Terminal de Bº Rucci (por Castro)";"Baigorria y Casiano Casas";"Bv. Rondeau y Av. Sorrento";"Alberdi y Salta";"San Lorenzo y Oroño";"San Lorenzo y Entre Rios";"San Luis y Buenos Aires";"Alem y Pellegrini";"Alem y Uriburu";"Ayacucho y Arijon";"Filipini y San Diego";"Mosconi y Vias";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Greño y Marmo"
"6020";"44";"INVIERNO 16";"FESTIVO";"IDA";"Av Rosario y Lituania";"O V Andrade y San Martín";"Mitre y Pellegrini";"Mitre y Santa Fe";"Urquiza y Oroño";"Santa Fe y Felipe More";"Junin y Fraga";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Bolivia y Schweitzer"
"6021";"44";"INVIERNO 16";"FESTIVO";"VUELTA";"Bolivia y Schweitzer";"Junin y Fraga";"E. Peron y Parana";"Cordoba y Francia";"San Luis y Oroño";"San Luis y Entre Rios";"Entre Rios y Uriburu";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Av Rosario y Lituania"
"6022";"44";"INVIERNO 16";"MEDIO FESTIVO";"IDA";"Av Rosario y Lituania";"O V Andrade y San Martín";"Mitre y Pellegrini";"Mitre y Santa Fe";"Urquiza y Oroño";"Santa Fe y Felipe More";"Junin y Fraga";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Bolivia y Schweitzer"
"6023";"44";"INVIERNO 16";"MEDIO FESTIVO";"VUELTA";"Bolivia y Schweitzer";"Junin y Fraga";"E. Peron y Parana";"Cordoba y Francia";"San Luis y Oroño";"San Luis y Entre Rios";"Entre Rios y Uriburu";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Av Rosario y Lituania"
"6024";"14";"INVIERNO 16";"NORMAL";"IDA";"Ab. Grandoli y J. M. Gutiérrez";"San Martín y Dean Funes";"27 de Febrero y  Oroño";"Iriondo y Pte. Perón";"Santa Fe y Cafferata";"Velez Sarsfield y Avellaneda";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Nansen y V. Mercante"
"6025";"14";"INVIERNO 16";"NORMAL";"VUELTA";"Nansen y V. Mercante";"Junin Y Av. Alberdi";"Urquiza y Francia";"Pellegrini y Cafferata";"27 de Febrero y  Oroño";"San Martín y Ayolas";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Ab. Grandoli y J. M. Gutiérrez"
"6026";"16";"INVIERNO 16";"NORMAL";"IDA";"Siunda y Calasanz";"E.Peron Y Donado";"E.Peron Y Avellaneda";"San Lorenzo Y Ov.Lagos";"San Lorenzo y Mitre";"Laprida Y San Luis";"Laprida Y Pellegrini";"27 De Febrero Y Entre Ríos";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"J. Cura y Oroño"
"6027";"16";"INVIERNO 16";"NORMAL";"VUELTA";"J. Cura Y Oroño";"27 De Febrero Y Maipú";"MAIPU            9 DE JULIO";"SANTA FE ENTRE RIOS";"Santa Fe Y Ovidio Lagos";"Santa Fe y Av. Avellaneda";"E. Perón y Pcias. Unidas";"Mendoza y Sánchez de Loria";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Siunda y Calasanz"
"6028";"17";"INVIERNO 16";"NORMAL";"IDA";"Rueda Unid.";"P.Uni.  Peleg";"Peleg. F.More";"S.Nicol Peleg.";"Mujic Urquiz";"E.Rios Salta";"E.Rios Peleg.";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Alvear Mont."
"6029";"17";"INVIERNO 16";"NORMAL";"VUELTA";"Alvear Mont.";"Mitre Zeball.";"Mitre S.Fe";"Juj. Balca";"Urquiz Mujica";"Cafer. Peleg";"P.Uni Peleg";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Rueda Unid."
"6030";"18";"INVIERNO 16";"NORMAL";"IDA";"Límite de Munic. y Segui";"Calle 1711 y  Dr. G. Colombres";"Matienzo y 27 de Febrero";"Av. Avellaneda y Mendoza";"Francia y Mendoza";"Corrientes y Mendoza";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Entre Rios y Santa Fe"
"6031";"18";"INVIERNO 16";"NORMAL";"VUELTA";"Entre Rios y Santa Fe";"Cafferata y Santa Fe";"Av. Avellaneda y Mendoza";"27 de Febrero y Liniers";"Calle 1711 y  Dr. G. Colombres";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Límite de Munic. y Segui"
"6032";"19";"INVIERNO 16";"NORMAL";"IDA";"Riobamba Brasil";"Perón
F.Moré";"Córd.
Caff.";"S.Loren.
Ent.Rios";"9 Julio
S. Mart.";"Colón
Pelleg.";"Ayolas
Necoc.";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Centenario Serrano"
"6033";"19";"INVIERNO 16";"NORMAL";"VUELTA";"Centenario Pavon";"Necoche -Ayolas";"Pelleg- Ayacuch";"Bs.As.- 3 de febrero";"Rioja-Pte Roca";"Sta fe-Caferatta";"Perón
F.Moré";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Riobamba Brasil"
"6034";"20";"INVIERNO 16";"NORMAL";"IDA";"Perón-Prov.Unid";"Perón
F.Moré";"Córd.
Caff.";"S.Loren.
Ent.Rios";"Laprida - S. Juan";"Colón
Pelleg.";"Ayolas
Necoc.";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Centenario Serrano"
"6035";"20";"INVIERNO 16";"NORMAL";"VUELTA";"Centenario Pavon";"Necoche -Ayolas";"Pelleg- Ayacuch";"Bs.As.- 3 de febrero";"Rioja-Pte Roca";"Sta fe-Caferatta";"Perón
F.Moré";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Perón -Prov.unid"
"6036";"21";"INVIERNO 16";"NORMAL";"IDA";"Parque Industrial Perez";"27 de Febrero y Larrea";"Av. Pellegrini y Avellaneda";"Av. Pellegrini y Cafferata";"Mendoza y Corrientes";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1º de Mayo y Rioja"
"6037";"21";"INVIERNO 16";"NORMAL";"VUELTA";"1º de Mayo y Rioja";"Dorrego y San Luis";"Av. Pellegrini y Ov. Lagos";"Matienzo y 27 de Febrero";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Parque Industrial Perez"
