"id_ppd";"id_ramal";"temporada";"dia";"direccion";"inicio";"pto1";"pto2";"pto3";"pto4";"pto5";"pto6";"pto7";"pto8";"pto9";"pto10";"pto11";"pto12";"pto13";"pto14";"pto15";"pto16";"pto17";"pto18";"pto19";"pto20";"pto21";"pto22";"pto23";"pto24";"pto25";"fin"
"6038";"32";"INVIERNO 16";"NORMAL";"IDA";" *Ceres - Cabrini";" *Urib - SMartìn";" *Ayac - 27Feb";" *StaFe. - E.Rios";" * StaFe. - Oroño";" *StaFe - Lagos";" *StaFe - Avellan";" *E.Peròn -  Donado";" * Condarco         y  R 9";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;" *Ruta9 - Angelome"
"6039";"32";"INVIERNO 16";"NORMAL";"VUELTA";" *Ruta9 - Angelome";" * Condarco         y  R 9";" *Peron - Donado";" *Peron -  Avellaneda";" *StaFe - Alvear";" S.Loren - E.Rios";" *Alem -  27Feb";" *Urib - SMart";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Cereseto y Madre Cabrini"
"6044";"36";"INVIERNO 16";"NORMAL";"IDA";" *Arijón - Oroño";" *B.Ordoñ - Italia";" *Arijón - Salva";" *Bs.As. - Saaved";" *Mitre - 3Febr.";" *Urquiza - España";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Cafferata y Santa Fe ( Terminal de Omnibus )"
"6045";"36";"INVIERNO 16";"NORMAL";"VUELTA";"Cafferata y Santa Fe ( Terminal de Omnibus )";" *Urquiza - España";" *S.Luis - Laprida";" *Segui - Laprida";" *Oroño - Fr.Sarmien.";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;" *Arijón - Oroño"
"6046";"37";"INVIERNO 16";"NORMAL";"IDA";" *Arijon - Leiva";" *Ordoñez - Italia";" *Arijon - Oroño";" *Oroño - Fr.Sarmie.";" *Bs.As. - Saaved";" *Mitre - 3Febr.";" *Urquiza - España";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Cafferata y Santa Fe ( Terminal de omnibus )"
"6047";"37";"INVIERNO 16";"NORMAL";"VUELTA";"Cafferata y Santa Fe ( Terminal de omnibus )";"Urquiza y España";" San Luis y Laprida ";"Bv. Segui y Laprida";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Batlle y Ordóñez y Oroño"
"6048";"56";"INVIERNO 16";"NORMAL";"IDA";"Alberini y Calderon";"Palest - C.Granaderos";"P.Musto - Agüero";"Agrelo - Puccio";"Maza - Sorrento";"Avell - V.Sarsfield";"O.Lagos - Brown";"Salta - Oroño";"E.Rios - San Luis";"E.Rios - Pellegrini";"Pellegrini - O.Lagos";"Pellegrini - Avell";"P.Unidas - Neuquen";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Bemporat - C. 1749"
"6049";"56";"INVIERNO 16";"NORMAL";"VUELTA";"Bemporat - C. 1749";"^P.Unidas - Neuquen";"^Pellegrini - Avell";"^Pellegrini - O.Lagos";"^Montevideo - Paraguay";"^Corrientes - San Luis";"^Urquiza - España";"^Callao - Salta";"^V.Sarsfield - Avell";"^Hernandez y Nansen";"^A.Thomas - Puccio";"^Rondeau - M.Fierro";"^Palestina - Granaderos";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"^Alberini y V.Parque"
"6050";"58";"INVIERNO 16";"NORMAL";"IDA";"Rondeau - Circun";"Rondeau - Puccio";"Frondizi - Nansen";"Gorriti - S.M.de Oro";"O.Lagos - Brown";"Salta - Oroño";"E.Rios - S.Luis";"E.Rios - Pelleg";"Pelleg - O.Lagos";"Pelleg - Avell";"P.Unidas - Neuquen";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Montev - Donado"
"6051";"58";"INVIERNO 16";"NORMAL";"VUELTA";"^Montev - Donado";"^P.Unidas - Neuquen";"^Pelleg - Avell";"^Pelleg - O.Lagos";"^Montev - Paraguay";"^Corrie - S.Luis";"^Urquiza - España";"^Callao - Salta";"^V.Sarsfield - Avell";"^Frondizi - Nansen";"^Rondeau - Puccio";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"^Alberini y V.Parque"
"6052";"69";"INVIERNO 16";"NORMAL";"IDA";"Eva Peron y Rodo";"Eva Peron y Wilde";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1424 Y J.NEWERY"
"6053";"69";"INVIERNO 16";"NORMAL";"VUELTA";"1424 Y J NEWERY";"Eva Peron y Wilde";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Eva Peron y Rodo"
"6054";"98";"INVIERNO 16";"NORMAL";"IDA";"Polideprtivo Barrio Cristaleria";" ";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Morrow y C.Limite"
"6055";"98";"INVIERNO 16";"NORMAL";"VUELTA";" C.Limite y Morrow";" ";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Polideprtivo Barrio Cristaleria"
"6056";"68";"INVIERNO 16";"NORMAL";"IDA";"Pcias Unidas - Riob";"Colect - C.1746";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"C.1741 - C.1746"
"6057";"68";"INVIERNO 16";"NORMAL";"VUELTA";"C.1741 - C.1746";"Mendoza - Guatem";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Pcias. Unidas y Riobamba"
"6058";"67";"INVIERNO 16";"NORMAL";"IDA";"Arijón y Ayacucho";"Lituania y Av Rosario";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Ayacucho y R. Barboza"
"6059";"67";"INVIERNO 16";"NORMAL";"VUELTA";"R.Barboza y S.Martin";"S.Martin y Uriburu";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Arijón y Ayacucho"
"6062";"64";"INVIERNO 16";"NORMAL";"IDA";"Mendoza y Wilde";"Mendoza y Brasil";"Mendoza y Solis";"Mendoza y Avellaneda";"Mendoza y Ov. Lagos";"Mendoza y Corrientes";"Mendoza y Alem";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Cerrito Riobamba"
"6063";"64";"INVIERNO 16";"NORMAL";"VUELTA";"Cerrito y  Riobamba";"San juan y 1ro de Mayo";"San juan y Corrientes";"San juan y Ov. Lagos";"San juan y Avellaneda";"Mendoza y Solis";"Mendoza y Brasil";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Mendoza y Wilde"
"6066";"33";"INVIERNO 16";"NORMAL";"IDA";" *Ceres - Cabri";" *Urib - S.Mart";" *Ayac - 27Feb";" *Sta.Fe - E.Rios";" *Sta Fe - Oroño";" *StaFe - Lagos";" *StaFe - Avellan";" *E.Peròn -  Donado";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;" *Wilde - Mend"
"6067";"33";"INVIERNO 16";"NORMAL";"VUELTA";" *Wilde - Mza";" *Peron - Dona";" *Peron -  Avell";" *StaFe - Alvear";" *S.Loren - E.Rios";" *Alem -  27Febr.";" *Urib. - S.Marti";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Cereseto y Madre Cabrini"
"6072";"71";"INVIERNO 16";"NORMAL";"IDA";"Aeropuerto";"Donado y J.J. Paso";"Eva Perón y Cullen";"Córdoba y Cafferata";"San Luis y Moreno";"San Luis y 1º Mayo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Riobamba y Esmeralda"
"6073";"71";"INVIERNO 16";"NORMAL";"VUELTA";"Riobamba y Esmeralda";"Maipú y 9 de Julio";"Santa Fe y Entre Ríos";"Santa Fe y Cafferata";"Eva Perón y Cullen";"Donado y J.J. Paso";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Aeropuerto"
"6074";"23";"INVIERNO 16";"NORMAL";"IDA";"LAGOS Y PTE. QUINTANA";"S. NICOLAS Y DR. RIVA";"FRANCIA VIRASORO";"FRANCIA PELLEGRINI";"MENDOZA OROÑO";"SAN LORENZO ROCA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"LAPRIDA CÓRDOBA"
"6075";"23";"INVIERNO 16";"NORMAL";"VUELTA";"LAPRIDA CÓRDOBA";"3 DE FEB. MITRE";"3 DE FEB. OROÑO";"LAGOS Y 27 DE FEB.";"AVELLANEDA Y AMENABAR";"AVELLANEDA Y DR. RIVA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"LAGOS Y PTE. QUINTANA"
"6076";"24";"INVIERNO 16";"NORMAL";"IDA";"LAGOS Y PTE. QUINTANA";"AVELLANEDA Y 27 DE FEBRERO";"VIRASORO Y FRANCIA ";"FRANCIA Y RIOBAMBA";"MENDOZA Y OROÑO";"SAN LORENZO Y ROCA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"LAPRIDA Y CÓRDOBA "
"6077";"24";"INVIERNO 16";"NORMAL";"VUELTA";"LAPRIDA Y CÓRDOBA ";"3 DE FEBRERO Y CORRIENTES";"OV.  LAGOS Y PELLEGRINI";"27 DE FEBRERO Y FRANCIA";"CAFERATTA Y GARAY";"CAFERATTA Y CENTENO";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"LAGOS Y PTE. QUINTANA"
"6078";"30";"INVIERNO 16";"NORMAL";"IDA";"Lagos y B Ordoñez";"Lagos y Uriburu";"Lagos y 27 de Feb.";"Roca y Pellegrini";"San Luis y E. Rios";" J M Rosas y S Juan";NULL;NULL;NULL;"Riobamba y Esmeralda";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Riobamba y Esmeralda"
"6079";"30";"INVIERNO 16";"NORMAL";"VUELTA";"Riobamba y Esmeralda";"S Juan y E Rios";"España y Pelligrini";"Richieri y Ocampo";"Lagos y Uriburu";"Lagos y Copacabana";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Lagos y B Ordoñez"
"6080";"31";"INVIERNO 16";"NORMAL";"IDA";"Lagos y B Ordoñez";"Lagos y Uriburu";"Lagos y 27 de Feb.";"Roca y Pellegrini";"San Luis y E. Rios";" J M Rosas y S Juan";NULL;NULL;NULL;"Riobamba y Esmeralda";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Riobamba y Esmeralda"
"6081";"31";"INVIERNO 16";"NORMAL";"VUELTA";"Riobamba y Esmeralda";"S Juan y E Rios";"España y Pelligrini";"Richieri y Ocampo";"Lagos y Uriburu";"2106 y C.Nuevo a Soldini";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Lagos y B Ordoñez"
"6084";"44";"INVIERNO 16";"NORMAL";"IDA";"Av Rosario y Lituania";"O V Andrade y San Martín";"Mitre y Pellegrini";"Mitre y Santa Fe";"Urquiza y Oroño";"Santa Fe y Felipe More";"Junin y Fraga";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Bolivia y Schweitzer"
"6085";"44";"INVIERNO 16";"NORMAL";"VUELTA";"Bolivia y Schweitzer";"Junin y Fraga";"E. Peron y Parana";"Cordoba y Francia";"San Luis y Oroño";"San Luis y Entre Rios";"Entre Rios y Uriburu";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Av Rosario y Lituania"
"6086";"15";"INVIERNO 16";"NORMAL";"IDA";"Wilde y Eva Perón";"Donado y J.J. Paso";"Eva Perón y Cullen";"Córdoba y Cafferata";"San Luis y Moreno";"San Luis y 1º Mayo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Riobamba y Esmeralda"
"6087";"15";"INVIERNO 16";"NORMAL";"VUELTA";"Riobamba y Esmeralda";"Maipú y 9 de Julio";"Santa Fe y Entre Ríos";"Santa Fe y Cafferata";"Eva Perón y Cullen";"Donado y J.J. Paso";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Wilde y Eva Perón"
"6088";"25";"INVIERNO 16";"NORMAL";"IDA";"OV. LAGOS B. ORDOÑEZ ";"FRANCIA URIBURU";"FRANCIA VIRASORO";"FRANCIA PELLEGRINI";"MENDOZA OROÑO";"SAN LORENZO ROCA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"LAPRIDA CÓRDOBA"
"6089";"25";"INVIERNO 16";"NORMAL";"VUELTA";"LAPRIDA CÓRDOBA";"3 DE FEB. MITRE";"3 DE FEB. OROÑO";"FRANCIA 9 DE JULIO";"FRANCIA    27 DE FEB";"FRANCIA QUINTANA";"FRANCIA URIBURU";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"OV. LAGOS B. ORDOÑEZ "
"6098";"70";"INVIERNO 16";"NORMAL";"IDA";"Batlle y Lagos";"Arijón y Oroño";"Arijón y San Martin";"San Martín y Uriburu";"San Martín y Ayolas";"Maipu y Cerrito";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Berutti y Riobamba"
"6099";"70";"INVIERNO 16";"NORMAL";"VUELTA";"Berutti y Riobamba";"Laprida y 27 de Febrero";"San Martín y Ayolas";"San Martín y Uriburu";"San Martín y Arijón";"Arijón y Oroño ";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Batlle y Lagos"
"6102";"51";"INVIERNO 16";"NORMAL";"IDA";"Urquiza y Francia";"Balcarce y Corboda";"Pellegrini y Corrientes";"Pellegrini y Colón";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Ayolas y Berutti (ingreso al predio universitario)"
"6103";"51";"INVIERNO 16";"NORMAL";"VUELTA";"Ayolas y Berutti (desde el predio universitario)";"Necochea y Pellegrini";"Pellegrini y Corrientes";"Alvear y Cordoba";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Urquiza y Francia"
"6106";"72";"INVIERNO 16";"NORMAL";"IDA";"Hortensia y Clavel";"5 de Agosto / Colectora J. Rosa";"Blandengues y Montero";"San Martín y B. Ordoñez";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Regimiento 11 y Laprida"
"6107";"72";"INVIERNO 16";"NORMAL";"VUELTA";"Regimiento 11 y Laprida";"San Martín y B. Ordoñez";"P de los Arroyos y Blandengues";"España y 5 de Agosto";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Clavel y Hortensia"
"6108";"5";"INVIERNO 16";"NORMAL";"IDA";"Granadero Baigorria";"Belgrano y Ruta 11";"Bv. Rondeau y Av. 25 de Mayo";"Rondeau y Puccio";"Rondeau y Sorrento";"Salta y Cafferata";"Salta y Oroño";"Paraguay y Santa Fe";"Paraguay y Pellegrini";"Paraguay y 27 de Febrero";"San Martín y Bv. Segui";"San Martín y Uriburu";"San Martín y Arijon";"Ayacucho y Av. 25 de Mayo";"Filipini y Aguirre";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Villa Gobernador Galvez"
"6109";"5";"INVIERNO 16";"NORMAL";"VUELTA";"Villa Gobernador Galvez";"Aguirre y Filipini";"Ayacucho y Av. 25 de Mayo";"San Martín y Arijon";"San Martín y Uriburu";"San Martín y Bv. Segui";"27 de Febrero y Corrientes";"Corrientes y Mendoza";"Catamarca y Paraguay";"Catamarca y Bv. Oroño";"Catamarca y Cafferata";"Rondeau y Sorrento";"Bv. Rondeau y Av. 25 de Mayo";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Granadero Baigorria"
"6110";"6";"INVIERNO 16";"NORMAL";"IDA";"Villa Gobernador Galvez";"Av. 25 de Mayo y San Martín";"San Martín y Arijón";"San Martín y Uriburu";"San Martín y Bv. Segui";"27 de Febrero y Corrientes";"Corrientes y Mendoza";"Catamarca y Paraguay";"Catamarca y Bv. Oroño";"Catamarca y Cafferata";"Bv. Rondeau y Sorrento";"Casiano Casas y Baigorria";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Mini Terminal de Bº Rucci"
"6111";"6";"INVIERNO 16";"NORMAL";"VUELTA";"Mini Terminal de Bº Rucci";"C. Casas y Baigorria";"Sorrento y Rondeau";"Salta y Cafferata";"Salta y Oroño";"Paraguay y Santa Fe";"Paraguay y Pellegrini";"Paraguay y 27 de Febrero";"San Martín y Bv. Segui";"San Martín y Uriburu";"San Martín y Arijon";"Av. 25 de Mayo y San Martín";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Villa Gobernador Galvez"
"6124";"3";"INVIERNO 16";"NORMAL";"IDA";"Mini Terminal de Bº Rucci";"Salvat y Rondeau";"Rondeau y Puccio";"Rondeau y Sorrento";"Alberdi y Av. Avellaneda";"Caferatta y Santa Fe";"Córdoba y Oroño";"San Luis y Moreno";"Entre Rios y Mendoza";"Alem y Pellegrini";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Cerrito y Berutti"
"6125";"3";"INVIERNO 16";"NORMAL";"VUELTA";"Berutti y Riobamba";"Ayacucho y Pellegrini";"Rioja y Maipú";"Rioja y Oroño";"Santa Fe y San Nicolás";"Alberdi y Av. Avellaneda";"Rondeau y Sorrento";"Rondeau y Ricardo Nuñez";"Palestina C.Granaderos";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Mini Terminal de Bº Rucci"
"6126";"4";"INVIERNO 16";"NORMAL";"IDA";"Battle y Arequipa";"Villa del Parque y Alberini";"Grandoli y Gazcón";"Baigorria y Av. 25 de Mayo";"Baigorria y Avalos";"Pavlov y Casiano Casas";"Sorrento y Sabin";"Carballo y Alberdi";"Falucho y Junin";"Rivadavia y Balcarce";"Dorrego y San Lorenzo";"Entre Rios y Mendoza";"Alem y Pellegrini";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Ciudad Universitaria"
"6127";"4";"INVIERNO 16";"NORMAL";"VUELTA";"Ciudad Universitaria";"Ayacucho y Pellegrini";"Rioja y Maipú";"Italia y San Lorenzo";"Moreno y E. Lopez";"Carballo y Av. Avellaneda";"Pacheco y Sorrento";"Casiano Casas y Pavlov";"Baigorria y Ávalos";"Baigorria y Av. 25 de Mayo";"Gazcón y Sanchez Granel";"Villa del Parque y Alberini";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Battle y Arequipa"
"6140";"97";"INVIERNO 16";"FESTIVO";"IDA";"Peron - Roullion";"Segui - Roullion";"Roullion - Cisneros";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Aborigenes - Matienzo"
"6141";"97";"INVIERNO 16";"FESTIVO";"VUELTA";"Aborigenes - Matienzo";"Cisneros - Roullion";"Roullion - Segui";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Roullion - Peron"
"6142";"97";"INVIERNO 16";"MEDIO FESTIVO";"IDA";"Peron - Roullion";"Segui - Roullion";"Roullion - Cisneros";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Aborigenes - Matienzo"
"6143";"97";"INVIERNO 16";"MEDIO FESTIVO";"VUELTA";"Aborigenes - Matienzo";"Cisneros - Roullion";"Roullion - Segui";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Roullion - Peron"
"6144";"97";"INVIERNO 16";"NORMAL";"IDA";"Peron - Roullion";"Segui - Roullion";"Roullion - Cisneros";" ";"Cisneros - Roullion";" ";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Aborigenes - Matienzo"
"6145";"97";"INVIERNO 16";"NORMAL";"VUELTA";"Aborigenes - Matienzo";"Cisneros - Roullion";"Roullion - Segui";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Roullion - Peron"
"6148";"66";"INVIERNO 16";"NORMAL";"IDA";"Brown y Ovidio Lagos";"Ovidio Lagos y Pellegrini";"27 de Febrero y Rodriguez";"27 de Febrero y San Martín";"27 de Febrero y Necochea";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Berutti y Viamonte"
"6149";"66";"INVIERNO 16";"NORMAL";"VUELTA";"Berutti y Viamonte";"27 de Febrero y San Martín";"27 de Febrero y Rodriguez";"Pte. Perón y Av. Francia";"Av. Francia y Córdoba";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Brown y Ovidio Lagos"
"6150";"12";"INVIERNO 16";"FESTIVO";"IDA";"TARRAGONA Y A. GAUNA";"JUNIN Y C. ALDAO";"TUCUMAN  Y OV. LAGOS";"CÓRDOBA Y LAPRIDA";"RUEDA Y MITRE";"SANTIAGO Y ANDRADE";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"OV. LAGOS y BATTLE Y ORDOÑEZ"
"6151";"12";"INVIERNO 16";"FESTIVO";"VUELTA";"OV. LAGOS y BATTLE Y ORDOÑEZ";" AURORA Y OV. LAGOS";"ITALIA Y SEGUI";"MAIPU Y 9 DE JULIO";"CATAMARCA Y BV. OROÑO";" JUNIN Y TTE. AGNETA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"TARRAGONA Y A. GAUNA"
"6152";"12";"INVIERNO 16";"MEDIO FESTIVO";"IDA";"TARRAGONA Y A. GAUNA";"JUNIN Y C. ALDAO";"TUCUMAN  Y OV. LAGOS";"CÓRDOBA Y LAPRIDA";"RUEDA Y MITRE";"SANTIAGO Y ANDRADE";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"OV. LAGOS y BATTLE Y ORDOÑEZ"
"6153";"12";"INVIERNO 16";"MEDIO FESTIVO";"VUELTA";"OV. LAGOS y BATTLE Y ORDOÑEZ";" AURORA Y OV. LAGOS";"ITALIA Y SEGUI";"MAIPU Y 9 DE JULIO";"CATAMARCA Y BV. OROÑO";" JUNIN Y TTE. AGNETA";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"TARRAGONA Y A. GAUNA"
